unnamed: 0.1,unnamed: 0,timestamp,turn,speaker,sentence,teacher_tag,student_tag,damsltag,dialogact,lesson_id,turn_num,_row,role
51,51,,37.0,Ariel,For this one the ten steps.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,37.0,361,student
52,52,,38.0,T,You have got ten steps there?,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,38.0,362,teacher
53,53,,39.0,Ariel,Yeah.,,1 - None,b,Acknowledge (Backchannel),Ladder problem 2_Grade 7.xlsx_with_dialog_acts,39.0,363,student
54,54,,40.0,T,So thirty-two and how many you said you had for a hundred?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,40.0,364,teacher
55,55,,41.0,Ariel,For a hundred steps three hundred and forty so it will be three twenty.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,41.0,365,student
56,56,,42.0,T,"Wow, I am a little confused, you are just giving me numbers and I don’t understand how you are doing them like if you have for a hundred, right, you said you do what.",1 - None,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,42.0,366,teacher
57,57,,42.0,T,What do you do here to get a hundred?,8 - Press for Accuracy,,sv,Statement-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,42.0,367,teacher
58,58,,43.0,Ariel,Eh?,,1 - None,ba,Appreciation,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,43.0,368,student
59,59,,44.0,T,What did you do to get the number of rods for a ladder with ten and then hundred?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,44.0,369,teacher
60,60,,45.0,Ariel,"Oh, a ladder with ten?",,1 - None,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,45.0,370,student
61,61,,45.0,Ariel,I just did five and then I multiplied and we have seventeen rods and then I did that again and it was thirty-four.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,45.0,371,student
62,62,,45.0,Ariel,So then I went over here and thirty-four times ten.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,45.0,372,student
63,63,,46.0,T,Where is this thirty-four come from?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,46.0,373,teacher
64,64,,47.0,Ariel,The rods!,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,47.0,374,student
65,65,,47.0,Ariel,It is wrong.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,47.0,375,student
66,66,,47.0,Ariel,It is thirty-two.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,47.0,376,student
67,67,,48.0,T,So how we are going to know?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,48.0,377,teacher
68,68,,48.0,T,We have to find a way to be able to tell how many rods no matter what number of steps.,1 - None,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,48.0,378,teacher
69,69,,49.0,Ariel,I don’t know now.,,1 - None,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,49.0,379,student
70,70,,49.0,Ariel,I just noticed like I just multiplied by two and subtract two.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,49.0,380,student
71,71,,50.0,T,"Say for eight, what would you do then for eight?",8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,50.0,381,teacher
72,72,,51.0,Ariel,For eight?,,1 - None,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,51.0,382,student
73,73,,52.0,T,Using that multiply by two what would you do?,8 - Press for Accuracy,,sv,Statement-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,52.0,383,teacher
74,74,,53.0,Ariel,"It’d be fourteen for four, then times two.",,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,53.0,384,student
75,75,,54.0,T,Why don’t you write it down,1 - None,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,54.0,385,teacher
76,76,,55.0,Ariel,"That is twenty eight then just minus two is twenty six, because that is the real one, twenty-six.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,55.0,386,student
77,77,,56.0,T,"So, why fourteen?",9 - Press for Reasoning,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,56.0,387,teacher
78,78,,57.0,Ariel,Because there is fourteen rods for four.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,57.0,388,student
79,79,,58.0,T,"For four...Oh, four, so I ask you about eight.",1 - None,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,58.0,389,teacher
80,80,,59.0,Ariel,"First I did that and then since four times two is eight, because you multiply it by two.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,59.0,390,student
81,81,,60.0,T,So how about for sixteen?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,60.0,391,teacher
82,82,,61.0,Ariel,Sixteen?,,1 - None,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,61.0,392,student
83,83,,62.0,T,Hmm.,1 - None,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,62.0,393,teacher
84,84,,63.0,Ariel,"It will twenty-six plus twenty-six is twelve, it’s fifty-two.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,63.0,394,student
85,85,,64.0,T,Why twenty-six?,9 - Press for Reasoning,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,64.0,395,teacher
86,86,,64.0,T,Where does that twenty-six come from?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,64.0,396,teacher
87,87,,65.0,Ariel,The number of these.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,65.0,397,student
88,88,,65.0,Ariel,No!,,1 - None,b,Acknowledge (Backchannel),Ladder problem 2_Grade 7.xlsx_with_dialog_acts,65.0,398,student
89,89,,65.0,Ariel,That’s wrong.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,65.0,399,student
90,90,,65.0,Ariel,It is fifty.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,65.0,400,student
91,91,,66.0,T,The way you are doing here is different from the way you are doing here.,1 - None,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,66.0,401,teacher
92,92,,66.0,T,I don’t get this.,1 - None,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,66.0,402,teacher
93,93,,67.0,Ariel,"Because here, for eight times two is sixteen.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,67.0,403,student
94,94,,67.0,Ariel,"So one is twenty-six, so I multiplied twenty-six by two and I got fifty-two, so then I subtracted two, it is fifty.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,67.0,404,student
95,95,,68.0,T,Are you saying you multiplied here?,2 - Keeping Everyone Together,,sv,Statement-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,68.0,405,teacher
96,96,,69.0,Ariel,Huh?,,3 - Asking for More Information,%,Uninterpretable,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,69.0,406,student
97,97,,70.0,T,Did you multiply here?,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,70.0,407,teacher
98,98,,71.0,Ariel,Yeah.,,1 - None,b,Acknowledge (Backchannel),Ladder problem 2_Grade 7.xlsx_with_dialog_acts,71.0,408,student
99,99,,72.0,T,Can you write here?,1 - None,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,72.0,409,teacher
100,100,,73.0,Ariel,I did it over here.,,1 - None,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,73.0,410,student
101,101,,73.0,Ariel,"Twenty-six, twenty-six.",,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,73.0,411,student
102,102,,74.0,T,"Oh, twenty-six times two and go on, go on and what do you get?",8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,74.0,412,teacher
103,103,,75.0,Ariel,"Twenty-six times two is fifty two and I am subtracting two, minus two and that is fifty.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,75.0,413,student
104,104,,76.0,T,So that works all the time?,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,76.0,414,teacher
105,105,,77.0,Ariel,Yeah.,,1 - None,b,Acknowledge (Backchannel),Ladder problem 2_Grade 7.xlsx_with_dialog_acts,77.0,415,student
106,106,,78.0,T,So we try for seven.,1 - None,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,78.0,416,teacher
107,107,,79.0,Ariel,Seven?,,1 - None,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,79.0,417,student
108,108,,80.0,T,Yeah?,1 - None,,b,Acknowledge (Backchannel),Ladder problem 2_Grade 7.xlsx_with_dialog_acts,80.0,418,teacher
109,109,,81.0,Ariel,"Hold on, man.",,1 - None,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,81.0,419,student
110,110,,82.0,T,"Before we do it, can we find... using this how will you do it?",8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,82.0,420,teacher
111,111,,83.0,Ariel,Using what?,,3 - Asking for More Information,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,83.0,421,student
112,112,,83.0,Ariel,That?,,3 - Asking for More Information,ba,Appreciation,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,83.0,422,student
113,113,,84.0,T,Yeah.,1 - None,,b,Acknowledge (Backchannel),Ladder problem 2_Grade 7.xlsx_with_dialog_acts,84.0,423,teacher
114,114,,85.0,Ariel,"Seven, right?",,1 - None,b,Acknowledge (Backchannel),Ladder problem 2_Grade 7.xlsx_with_dialog_acts,85.0,424,student
115,115,,86.0,Ariel,for six …,,1 - None,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,86.0,425,student
116,116,,87.0,T,For seven?,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,87.0,426,teacher
117,117,,88.0,Ariel,"OK, for seven.",,1 - None,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,88.0,427,student
118,118,,88.0,Ariel,"For eight, it is twenty-six.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,88.0,428,student
119,119,,88.0,Ariel,"So for that I would add three, that is twenty-nine.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,88.0,429,student
120,120,,89.0,James,Twenty-three.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,89.0,430,student
121,121,,90.0,Ariel,Twenty-nine.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,90.0,431,student
122,122,,91.0,Ariel,"Oh, yeah, yeah.",,1 - None,b,Acknowledge (Backchannel),Ladder problem 2_Grade 7.xlsx_with_dialog_acts,91.0,432,student
123,123,,91.0,Ariel,"Twenty-three, twenty-three.",,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,91.0,433,student
124,124,,92.0,T,So how many you have for seven?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,92.0,434,teacher
125,125,,93.0,Ariel,I subtracted three from twenty-six.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,93.0,435,student
126,126,,94.0,T,"Well but, you are doing differently now, right?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,94.0,436,teacher
127,127,,95.0,Ariel,Yeah,,1 - None,b,Acknowledge (Backchannel),Ladder problem 2_Grade 7.xlsx_with_dialog_acts,95.0,437,student
128,128,,96.0,T,"Because here you are doing like this, you are multiplying … so if I give you like a ladder for a certain number of steps then how you go about computing that … finding out the number of rods, if you did not want to build them?",8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,96.0,438,teacher
129,129,,97.0,Ariel,"I take half of the number if it has a half, I will multiply it by two and subtract two.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,97.0,439,student
130,130,,98.0,T,"So like for ten, how would you do that?",8 - Press for Accuracy,,sv,Statement-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,98.0,440,teacher
131,131,,99.0,Ariel,"I think a ladder of five, then count the rods, multiply that by two and subtract two.",7 - Context,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,99.0,441,student
132,132,,100.0,T,And subtract two.,4 - Restating,,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,100.0,442,teacher
133,133,,100.0,T,How would you do that for nine?,8 - Press for Accuracy,,sv,Statement-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,100.0,443,teacher
134,134,,101.0,Ariel,"For nine, I would do eight, then I would multiply the number by two and then I would subtract two and then I would add three.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 2_Grade 7.xlsx_with_dialog_acts,101.0,444,student
0,0,,1.0,T,"So I got when you said … says that again …[the first way,] you seem to have so many ways of doing things that I get lost.",1 - None,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,1.0,138,teacher
1,1,,3.0,T,"So if you have eight, what would you do?",8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,3.0,139,teacher
2,2,,3.0,T,You divide the number in half …,1 - None,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,3.0,140,teacher
3,3,,4.0,Ariel,"Eight, right?",,4 - Making a Claim,b,Acknowledge (Backchannel),Ladder problem 3_Grade 7.xlsx_with_dialog_acts,4.0,141,student
4,4,,5.0,T,Yeah.,1 - None,,b,Acknowledge (Backchannel),Ladder problem 3_Grade 7.xlsx_with_dialog_acts,5.0,142,teacher
5,5,,6.0,Ariel,"I will take half of eight, that is four.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,6.0,143,student
6,6,,6.0,Ariel,"I will make a ladder with four steps, I will count the rods and then I will multiply the number of rods by two and then from that answer that I got from multiplying the number of rods by two, I will subtract two.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,6.0,144,student
7,7,,7.0,T,So you can do that for any number of steps?,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,7.0,145,teacher
8,8,,8.0,Ariel,"For numbers that do not have half, I will take the closest number and then do half and then subtract two and then add three.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,8.0,146,student
9,9,,9.0,T,"So like for nine, what would be the closest number?",8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,9.0,147,teacher
10,10,,10.0,Ariel,I will go to eight.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,10.0,148,student
11,11,,11.0,T,"Huh, huh.",1 - None,,b,Acknowledge (Backchannel),Ladder problem 3_Grade 7.xlsx_with_dialog_acts,11.0,149,teacher
12,12,,12.0,Ariel,I will subtract … or I can go to ten if I wanted to or what ever is easier …,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,12.0,150,student
13,13,,13.0,T,"Huh, huh.",1 - None,,b,Acknowledge (Backchannel),Ladder problem 3_Grade 7.xlsx_with_dialog_acts,13.0,151,teacher
14,14,,14.0,Ariel,"So I will go to eight, take half is four, count the rods, multiply by two, subtract two and then add three.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,14.0,152,student
15,15,,15.0,T,"Wow, can you write it out?",1 - None,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,15.0,153,teacher
16,16,,16.0,Ariel,Can’t I just show you?,,1 - None,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,16.0,154,student
17,17,,17.0,T,No.,1 - None,,b,Acknowledge (Backchannel),Ladder problem 3_Grade 7.xlsx_with_dialog_acts,17.0,155,teacher
18,18,,17.0,T,But you also write it down what you are saying on a piece of paper.,1 - None,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,17.0,156,teacher
19,19,,17.0,T,Write it up.,1 - None,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,17.0,157,teacher
20,20,,17.0,T,"So you seem to have two rules, one when you have a half, one you don’t have a half.",1 - None,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,17.0,158,teacher
21,21,,17.0,T,Right?,1 - None,,b,Acknowledge (Backchannel),Ladder problem 3_Grade 7.xlsx_with_dialog_acts,17.0,159,teacher
22,22,,18.0,Ariel,Yeah.,,1 - None,b,Acknowledge (Backchannel),Ladder problem 3_Grade 7.xlsx_with_dialog_acts,18.0,160,student
23,23,,19.0,T,You said something.,1 - None,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,19.0,161,teacher
24,24,,19.0,T,So can you write that out then we can keep talking about that.,1 - None,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,19.0,162,teacher
25,25,,20.0,James,How many numbers you are trying to get when you multiply by two.,,3 - Asking for More Information,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,20.0,163,student
26,26,,21.0,Ariel,I got to leave at three-thirty.,,1 - None,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,21.0,164,student
27,27,,23.0,T,"He is writing, he seems to have two ways of doing about it.",1 - None,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,23.0,165,teacher
28,28,,24.0,Ariel,"For odd numbers, I go to the nearest even number and take ½ of that even number, count the rods for a ladder with that many steps, multiply it by two, subtract two... and add three.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,24.0,166,student
29,29,,24.0,Ariel,Now I will show you.,,1 - None,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,24.0,167,student
30,30,,24.0,Ariel,"Say nine, it is odd.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,24.0,168,student
31,31,,24.0,Ariel,I go to the even number eight.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,24.0,169,student
32,32,,24.0,Ariel,And take half of eight equals four.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,24.0,170,student
33,33,,24.0,Ariel,"I would make a ladder of four and then I would count . one, two, three, four, five, six, seven, eight, nine, ten, eleven, twelve, thirteen, fourteen.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,24.0,171,student
34,34,,24.0,Ariel,"Then I multiply fourteen which is the number of rods times two because four times two equals eight, gives me twenty eight and then I subtract two will give me twenty-six and then I would add three.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,24.0,172,student
35,35,,25.0,Ariel,Because for every new thingy it is three rods and it will give me twenty nine.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,25.0,173,student
36,36,,25.0,Ariel,I am the winner.,,1 - None,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,25.0,174,student
37,37,,26.0,T,"That is for odd numbers, right?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,26.0,175,teacher
38,38,,27.0,Ariel,Yeah.,,1 - None,b,Acknowledge (Backchannel),Ladder problem 3_Grade 7.xlsx_with_dialog_acts,27.0,176,student
39,39,,28.0,T,"And for even numbers, you want to write for even numbers?",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,28.0,177,teacher
40,40,,29.0,Ariel,You just killed my …,,1 - None,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,29.0,178,student
41,41,,30.0,T,You can write here.,1 - None,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,30.0,179,teacher
42,42,,31.0,Ariel,You killed my happiness.,,1 - None,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,31.0,180,student
43,43,,32.0,T,You write so well.,1 - None,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,32.0,181,teacher
44,44,,32.0,T,Your handwriting is good.,1 - None,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,32.0,182,teacher
45,45,,33.0,James,`multiply by three to get your answer then subtract one.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,33.0,183,student
46,46,,34.0,Ariel,"For even numbers, I take half of that number and make a ladder, oops I messed up, with that, I got a lot of homework now and I got to go to Karate, many steps.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,34.0,184,student
47,47,,34.0,Ariel,Then I multiply the number of rods of that ladder by two then I subtract two.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,34.0,185,student
48,48,,34.0,Ariel,That’s it.,,1 - None,ba,Appreciation,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,34.0,186,student
49,49,,35.0,Ariel,Here it is... subtract by two.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,35.0,187,student
50,50,,35.0,Ariel,Eight.,,5 - Providing Evidence / Explaining Reasoning,aa,Agree/Accept,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,35.0,188,student
51,51,,35.0,Ariel,Half of eight.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,35.0,189,student
52,52,,35.0,Ariel,Wait a minute.,,1 - None,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,35.0,190,student
53,53,,35.0,Ariel,I did this for the last one.,,1 - None,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,35.0,191,student
54,54,,37.0,Ariel,Six.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,37.0,192,student
55,55,,38.0,Ariel,Half of six equals three.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,38.0,193,student
56,56,,39.0,Ariel,"One, two, three, four, five, six, seven, eight, nine, ten, eleven.",,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,39.0,194,student
57,57,,40.0,Ariel,That equals eleven rods.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,40.0,195,student
58,58,,41.0,Ariel,Times two is twenty-two.,,5 - Providing Evidence / Explaining Reasoning,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,41.0,196,student
59,59,,42.0,T,That’s for how many rods?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,42.0,197,teacher
60,60,,43.0,Ariel,Huh?,,1 - None,%,Uninterpretable,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,43.0,198,student
61,61,,44.0,T,"Go ahead, go ahead.",2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,44.0,199,teacher
62,62,,44.0,T,Keep going.,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,44.0,200,teacher
63,63,,45.0,Ariel,Minus two is twenty.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,45.0,201,student
64,64,,46.0,T,That is for how many steps?,8 - Press for Accuracy,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,46.0,202,teacher
65,65,,47.0,Ariel,Six.,,4 - Making a Claim,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,47.0,203,student
66,66,,48.0,T,Is that right what we have done?,2 - Keeping Everyone Together,,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,48.0,204,teacher
67,67,,49.0,Ariel,I hope I am right.,,1 - None,sd,Statement-non-opinion,Ladder problem 3_Grade 7.xlsx_with_dialog_acts,49.0,205,student
